subject,predicate,object,source,paper_id,chunk_id
MOS models,predict,clinical response,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0090,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0090
patient-derived MOS models,recapitulate,clinical response,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0090,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0090
Primary tumor samples,predict,clinical response,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0090,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0090
MOS chemosensitivity data,detects,intrapatient lesion-specific differences,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0090,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0090
MOS drug response score,classifies,MOS models,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0090,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0090
Median DFS,is higher in,responder group,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0090,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0090
primary tumor,predicts,clinical response,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0091,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0091
primary tumor,provides,histopathologic confirmation of CRC,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0091,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0091
Single MOS analysis,detects,intratumoral heterogeneity,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0091,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0091
EpCAM-based relative viability,defines,MOS-level viability score,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0091,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0091
FOLFOXIRI,treats,colorectal cancer,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0091,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0091
FOLFOXIRI,treats,advanced colorectal cancer,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0092,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0092
MicroOrganoSphere,detects,intratumoral heterogeneity,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0092,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0092
single MOS analysis,measures,heterogeneous drug responses,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0092,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0092
PDTOs,maintain,heterogeneous drug responses,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0092,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0092
UMAP projections,represent,MOS brightfield images,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0092,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0092
PDTOs,is associated with,heterogeneous drug responses,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0093,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0093
DINOv2 embeddings,uses,Uniform Manifold Approximation and Projection algorithm,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0093,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0093
FOLFOXIRI-resistant outlier MOS,is associated with,tumor cell proliferation despite chemotherapy,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0093,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0093
brightfield imaging,predicts,MOS drug response phenotypes,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0093,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0093
MOS-based ex vivo screening,recapitulates,clinical response to chemotherapy,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0093,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0093
MOS drug testing,evaluates,lesion-specific clinical response in colorectal cancer,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0093,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0093
microOrganoSpheres,uses,high-throughput live imaging,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0094,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0094
microOrganoSpheres,provides,scalable method to study intratumoral heterogeneity,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0094,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0094
assay,detects,primary tumors,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0094,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0094
resistance to standard-of-care regimens,is associated with,advanced colorectal cancer,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0094,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0094
resistance scoring,provides,precision for patient outcomes,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0094,Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026),Functional Precision Medicine Using MicroOrganoSpheres for Treatment Response Prediction in Advanced Colorectal Cancer (2026)_chunk0094
